admin_override_suspend_auto_approval,attached_job_description,avatar_url,bounty_categories,bounty_owner_address,bounty_type,can_remarket,can_submit_after_expiration_date,canceled_bounty_reason,canceled_on,created_on,current_bounty,description_length,duration_create_to_expire,experience_level,expires_date,expires_date_ymd,featuring_date,fulfillment_accepted_on,fulfillment_started_on,fulfillment_submitted_on,funder_last_messaged_on,funding_organisation,github_comments,github_issue_number,github_issue_state,github_org_name,github_repo_name,github_url,idx_status,is_featured,is_issue_closed,is_open,is_paid,is_reserved,is_success,keywords,modified_on,needs_review,network,now,number_of_activities,number_of_fulfillments,number_of_interests,org_name,paid,permission_type,pk,project_length,project_type,repo_type,reserved_for_user_handle,standard_bounties_id,status,title,token_address,token_name,token_value_in_usdt,token_value_time_peg,url,value_in_eth,value_in_token,value_in_usdt,value_in_usdt_now,value_true,web3_created,web3_created_ymd,web3_type
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x00de4b13153673bcae2616b67bf822500d325fc3,,FALSE,TRUE,,2018-08-29T19:28:03.555967Z,2019-03-10T09:15:52.019679Z,TRUE,1081,365,,2019-08-17T21:33:31Z,2019-08-17T00:00:00.000Z,null,null,2018-08-18T00:49:56.158443Z,null,null,,16,1663,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/1663,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T23:29:40.756023Z,FALSE,mainnet,2021-01-20T16:13:34.200495Z,21,0,6,gitcoinco,"[""ajayns"",""marnibrewster"",""saricden""]",permissionless,10144,Unknown,cooperative,public,,975,done,New avatar assets,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-17T21:33:31Z,https://gitcoin.co/issue/gitcoinco/web/1663/975,0.22,3E+20,300,300,300,2018-08-17T21:33:31Z,2018-08-17T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/ethereum-alarm-clock,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Improvement,FALSE,TRUE,,null,2019-03-10T09:16:00.471975Z,TRUE,362,30,Intermediate,2018-09-17T16:47:22Z,2018-09-17T00:00:00.000Z,null,2018-08-22T12:26:33.681052Z,2018-08-18T17:15:12.562657Z,2018-08-20T03:32:07.448448Z,null,,2,196,closed,ethereum-alarm-clock,timenode-core,https://github.com/ethereum-alarm-clock/timenode-core/issues/196,done,FALSE,TRUE,FALSE,1,null,1,"TypeScript, Shell, JavaScript",2021-01-19T23:29:29.458289Z,FALSE,mainnet,2021-01-20T16:13:34.338783Z,9,1,1,ethereum-alarm-clock,"[""stevenjnpearce""]",approval,10146,Hours,traditional,public,,977,done,Separate bucket calculation logic from scanner,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-18T16:47:22Z,https://gitcoin.co/issue/ethereum-alarm-clock/timenode-core/196/977,0.11,1.5E+20,150,150,150,2018-08-18T16:47:22Z,2018-08-18T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/ethereum-alarm-clock,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Improvement,TRUE,TRUE,,null,2019-03-10T09:16:04.196925Z,TRUE,912,44,Intermediate,2018-10-01T17:14:36Z,2018-10-01T00:00:00.000Z,null,2018-10-28T22:28:48.898708Z,null,2018-10-28T22:28:48.898717Z,null,,23,195,closed,ethereum-alarm-clock,timenode-core,https://github.com/ethereum-alarm-clock/timenode-core/issues/195,done,FALSE,TRUE,FALSE,1,null,1,"TypeScript, Shell, JavaScript",2021-01-19T23:29:18.113736Z,TRUE,mainnet,2021-01-20T16:13:34.850243Z,25,1,0,ethereum-alarm-clock,"[""nanspro""]",approval,10147,Hours,traditional,public,,978,done,Merge operation statuses,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-18T17:14:36Z,https://gitcoin.co/issue/ethereum-alarm-clock/timenode-core/195/978,0.11,1.5E+20,150,150,150,2018-08-18T17:14:36Z,2018-08-18T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/ethereum-alarm-clock,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Bug,FALSE,TRUE,,null,2019-03-10T09:16:07.466667Z,TRUE,1600,30,Intermediate,2018-09-17T17:22:58Z,2018-09-17T00:00:00.000Z,null,2018-09-21T14:31:38.045499Z,2018-09-12T02:31:48.515900Z,2018-09-21T10:58:45.151412Z,null,,34,194,closed,ethereum-alarm-clock,timenode-core,https://github.com/ethereum-alarm-clock/timenode-core/issues/194,done,FALSE,TRUE,FALSE,1,null,1,"TypeScript, Shell, JavaScript",2021-01-19T23:29:06.537089Z,TRUE,mainnet,2021-01-20T16:13:35.530106Z,20,1,1,ethereum-alarm-clock,"[""lastmjs""]",approval,10148,Hours,traditional,public,,979,done,Account for gas price higher than minimum gas price,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-18T17:22:58Z,https://gitcoin.co/issue/ethereum-alarm-clock/timenode-core/194/979,0.07,1E+20,100,100,100,2018-08-18T17:22:58Z,2018-08-18T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/LimeChain,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Improvement,FALSE,TRUE,,2018-09-19T17:39:05.101465Z,2019-03-10T09:16:17.533298Z,TRUE,607,180,Intermediate,2019-02-16T14:10:43Z,2019-02-16T00:00:00.000Z,null,null,2018-08-21T12:09:32.143007Z,2018-08-20T22:02:20.830835Z,null,,12,49,open,LimeChain,etherlime,https://github.com/LimeChain/etherlime/issues/49,done,FALSE,FALSE,FALSE,1,null,1,JavaScript,2021-01-19T23:28:55.145100Z,FALSE,mainnet,2021-01-20T16:13:35.859438Z,28,5,3,LimeChain,"[""bakaoh""]",permissionless,10150,Hours,cooperative,public,,981,done,What is missing in etherlime and should be there for you to use it? [Ideas],0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-20T14:10:43Z,https://gitcoin.co/issue/LimeChain/etherlime/49/981,0.15,2E+20,200,200,200,2018-08-20T14:10:43Z,2018-08-20T00:00:00.000Z,bounties_network
FALSE,null,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x60206c1f2b51ac470cb0f71323474f7f9e4772e1,,FALSE,TRUE,,null,2019-03-10T09:16:24.090702Z,TRUE,2199,365,,2019-08-20T20:54:55Z,2019-08-20T00:00:00.000Z,null,2018-08-24T15:57:12.135247Z,2018-08-21T04:54:43.438512Z,2018-08-24T15:57:12.135260Z,null,,10,2036,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2036,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T23:28:43.942449Z,FALSE,mainnet,2021-01-20T16:13:36.004022Z,12,1,1,gitcoinco,"[""pinkiebell""]",approval,10151,Unknown,traditional,public,,982,done,Gitcoin Requests (v0: Fork of Gitcoin Faucet) ,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-20T20:54:55Z,https://gitcoin.co/issue/gitcoinco/web/2036/982,0.12,1.7E+20,170,170,170,2018-08-20T20:54:55Z,2018-08-20T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x00de4b13153673bcae2616b67bf822500d325fc3,,TRUE,TRUE,,2018-08-21T17:17:37.620744Z,2019-03-10T09:16:28.278736Z,TRUE,340,30,,2018-09-19T19:29:20Z,2018-09-19T00:00:00.000Z,null,null,null,null,null,,4,2029,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2029,cancelled,FALSE,TRUE,FALSE,0,null,0,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T23:28:32.724868Z,FALSE,mainnet,2021-01-20T16:13:36.139725Z,7,0,0,gitcoinco,[],approval,10152,Unknown,traditional,public,,983,cancelled,Gitcoin rain Animation Performance,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-20T19:29:20Z,https://gitcoin.co/issue/gitcoinco/web/2029/983,0.05,7.5E+19,75,75,75,2018-08-20T19:29:20Z,2018-08-20T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/clovers-network,[],0x60206c1f2b51ac470cb0f71323474f7f9e4772e1,,FALSE,TRUE,,null,2019-03-10T09:16:33.001523Z,TRUE,99,365,,2019-08-20T22:05:08Z,2019-08-20T00:00:00.000Z,null,2018-09-18T22:45:48.650211Z,2018-08-20T23:05:24.495377Z,2018-08-29T00:48:38.047871Z,null,,6,159,closed,clovers-network,clovers-dapp,https://github.com/clovers-network/clovers-dapp/issues/159,done,FALSE,TRUE,FALSE,1,null,1,"Vue, JavaScript, CSS, HTML",2021-01-19T23:28:21.327363Z,TRUE,mainnet,2021-01-20T16:13:36.242904Z,9,1,2,clovers-network,"[""stevenjnpearce""]",approval,10153,Unknown,traditional,public,,984,done,add ENS support,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-20T22:05:08Z,https://gitcoin.co/issue/clovers-network/clovers-dapp/159/984,0.16,2.2E+20,220,220,220,2018-08-20T22:05:08Z,2018-08-20T00:00:00.000Z,bounties_network
FALSE,https://marketprotocol.io/jobs/,https://gitcoin.co/dynamic/avatar/MARKETProtocol,[],0xc9e4c8a2f2d8d684fb9de60abfe3fb5ea7565366,Bug,FALSE,TRUE,,null,2019-03-10T09:16:38.242064Z,TRUE,1596,3,Intermediate,2018-08-23T23:00:35Z,2018-08-23T00:00:00.000Z,null,2018-08-21T19:18:34.409257Z,2018-08-21T00:35:17.166571Z,2018-08-21T17:12:15.573190Z,null,,0,2,null,MARKETProtocol,cms,https://github.com/MARKETProtocol/cms/issues/2,done,FALSE,FALSE,FALSE,1,null,1,"TypeScript, JavaScript, CSS, Shell, HTML",2021-01-19T23:28:09.725900Z,FALSE,mainnet,2021-01-20T16:13:36.399875Z,13,1,1,MARKETProtocol,"[""kclough""]",approval,10154,Hours,traditional,public,,985,done,[Blog] preview of blog posts don't render markdown correctly,0x0000000000000000000000000000000000000000,ETH,293.53,2018-08-20T23:00:35Z,https://gitcoin.co/issue/MARKETProtocol/cms/2/985,0.2,2E+17,58.71,275.35,0.2,2018-08-20T23:00:35Z,2018-08-20T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x60206c1f2b51ac470cb0f71323474f7f9e4772e1,,FALSE,TRUE,,null,2019-03-10T09:16:41.509882Z,TRUE,2239,365,,2019-08-21T03:52:50Z,2019-08-21T00:00:00.000Z,null,null,2018-08-21T04:11:38.883914Z,null,null,,11,2038,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2038,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T23:27:58.971691Z,TRUE,mainnet,2021-01-20T16:13:37.171922Z,10,0,1,gitcoinco,"[""willsputra""]",approval,10155,Unknown,traditional,public,,986,done,[Design] Inviting Specific Gitcoiners To Work,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-08-21T03:52:50Z,https://gitcoin.co/issue/gitcoinco/web/2038/986,0.16,2.25E+20,225,225,225,2018-08-21T03:52:50Z,2018-08-21T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/livepeer,[],0x90e6d4001b23edca04b121d20f94520db277edfd,,FALSE,TRUE,,null,2019-03-10T09:16:45.747038Z,TRUE,1936,365,,2019-08-21T15:07:40Z,2019-08-21T00:00:00.000Z,null,null,2018-08-21T18:01:57.572802Z,2018-09-03T17:42:09.427436Z,null,,5,183,closed,livepeer,livepeerjs,https://github.com/livepeer/livepeerjs/issues/183,submitted,FALSE,TRUE,TRUE,0,null,0,"JavaScript, HTML, CSS",2021-01-19T23:27:47.513174Z,TRUE,mainnet,2021-01-20T16:13:37.320115Z,11,1,1,livepeer,[],approval,10156,Unknown,traditional,public,,987,submitted,Add Adaptive Bitrate Stream Picker to Video Player,0x0000000000000000000000000000000000000000,ETH,1376.75,2021-01-19T23:27:47.585620Z,https://gitcoin.co/issue/livepeer/livepeerjs/183/987,1,1E+18,1376.75,1376.75,1,2018-08-21T15:07:40Z,2018-08-21T00:00:00.000Z,bounties_network
FALSE,https://marketprotocol.io/jobs/,https://gitcoin.co/dynamic/avatar/MARKETProtocol,[],0xc9e4c8a2f2d8d684fb9de60abfe3fb5ea7565366,,FALSE,TRUE,,null,2019-03-10T09:16:50.665852Z,TRUE,1194,3,Beginner,2018-08-24T13:40:26Z,2018-08-24T00:00:00.000Z,null,2018-08-23T15:37:46.774291Z,2018-08-21T18:25:24.283258Z,2018-08-23T00:05:19.099017Z,null,,0,4,null,MARKETProtocol,cms,https://github.com/MARKETProtocol/cms/issues/4,done,FALSE,FALSE,FALSE,1,null,1,"TypeScript, JavaScript, CSS, Markdown, HTML",2021-01-19T23:27:35.785544Z,FALSE,mainnet,2021-01-20T16:13:37.421929Z,11,1,3,MARKETProtocol,"[""arun1595""]",approval,10157,Hours,traditional,public,,988,done,[Press] Migrate existing Press posts to Netlify CMS,0x0000000000000000000000000000000000000000,ETH,281.77,2018-08-21T13:40:26Z,https://gitcoin.co/issue/MARKETProtocol/cms/4/988,0.35,3.5E+17,98.62,481.86,0.35,2018-08-21T13:40:26Z,2018-08-21T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/MARKETProtocol,[],0xc9e4c8a2f2d8d684fb9de60abfe3fb5ea7565366,,FALSE,TRUE,,null,2019-03-10T09:16:58.123057Z,TRUE,1730,3,Intermediate,2018-08-24T13:47:41Z,2018-08-24T00:00:00.000Z,null,2018-08-22T17:25:20.081470Z,2018-08-21T16:41:11.065181Z,2018-08-22T16:14:19.588250Z,null,,0,145,null,MARKETProtocol,MARKET.js,https://github.com/MARKETProtocol/MARKET.js/issues/145,done,FALSE,FALSE,FALSE,1,null,1,"TypeScript, JavaScript, Makefile, Shell, Dockerfile",2021-01-19T23:27:25.031765Z,FALSE,mainnet,2021-01-20T16:13:38.187087Z,8,1,1,MARKETProtocol,"[""stevenjnpearce""]",approval,10158,Hours,traditional,public,,989,done,Add method returning the deployed address of a market contract after calling `deployMarketContractOraclizeAsync`,0x0000000000000000000000000000000000000000,ETH,281.77,2018-08-21T13:47:41Z,https://gitcoin.co/issue/MARKETProtocol/MARKET.js/145/989,0.4,4E+17,112.71,550.7,0.4,2018-08-21T13:47:41Z,2018-08-21T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/MARKETProtocol,[],0xc9e4c8a2f2d8d684fb9de60abfe3fb5ea7565366,Feature,FALSE,TRUE,,2018-08-23T20:14:26.588548Z,2019-03-10T09:17:03.082104Z,TRUE,1759,3,Intermediate,2018-08-24T13:53:21Z,2018-08-24T00:00:00.000Z,null,null,2018-08-21T18:04:16.478882Z,null,null,,0,140,null,MARKETProtocol,MARKET.js,https://github.com/MARKETProtocol/MARKET.js/issues/140,cancelled,FALSE,FALSE,FALSE,0,null,0,"TypeScript, JavaScript, Makefile, Shell, Dockerfile",2021-01-19T23:27:14.230657Z,FALSE,mainnet,2021-01-20T16:13:38.991672Z,5,0,1,MARKETProtocol,[],approval,10159,Hours,traditional,public,,990,cancelled,add method for approveCollateralDepositAsync(),0x0000000000000000000000000000000000000000,ETH,281.77,2018-08-21T13:53:21Z,https://gitcoin.co/issue/MARKETProtocol/MARKET.js/140/990,0.3,3E+17,84.53,413.03,0.3,2018-08-21T13:53:21Z,2018-08-21T00:00:00.000Z,bounties_network
